epoch,loss
0,5.390132904052734
1,2.8315014839172363
2,2.2483346462249756
3,2.009460210800171
4,1.8191059827804565
5,1.710747241973877
6,1.638926386833191
7,1.576761245727539
8,1.5551801919937134
9,1.5261167287826538
10,1.5153247117996216
11,1.4553488492965698
12,1.458317756652832
13,1.4462847709655762
14,1.4211459159851074
15,1.38608717918396
16,1.3722660541534424
17,1.3841352462768555
18,1.37758469581604
19,1.3845864534378052
20,1.3533190488815308
21,1.3297438621520996
22,1.3130123615264893
23,1.3403147459030151
24,1.3193730115890503
25,1.3035392761230469
26,1.315539002418518
27,1.3199304342269897
28,1.295241117477417
29,1.2701753377914429
30,1.2696794271469116
31,1.290592908859253
32,1.272217035293579
33,1.2951937913894653
34,1.2802271842956543
35,1.2891687154769897
36,1.2751514911651611
37,1.2725141048431396
38,1.2539622783660889
39,1.2385836839675903
40,1.2556320428848267
41,1.3208203315734863
42,1.2946916818618774
43,1.2788655757904053
44,1.271802544593811
45,1.2597630023956299
46,1.2569501399993896
47,1.2542535066604614
48,1.252715826034546
49,1.228142499923706
50,1.2676397562026978
51,1.2484885454177856
52,1.2394874095916748
53,1.237762212753296
54,1.2259297370910645
55,1.2317417860031128
56,1.2256580591201782
57,1.2302730083465576
58,1.2400020360946655
59,1.2324600219726562
60,1.2273997068405151
61,1.2211745977401733
62,1.2276657819747925
63,1.2133934497833252
64,1.223148226737976
65,1.2293857336044312
66,1.23310387134552
67,1.2179762125015259
68,1.2267265319824219
69,1.2381923198699951
70,1.2156442403793335
71,1.2206708192825317
72,1.2099887132644653
73,1.2126485109329224
74,1.2165197134017944
75,1.205223798751831
76,1.2069483995437622
77,1.208847165107727
78,1.1933571100234985
79,1.20907461643219
80,1.217375636100769
81,1.2074321508407593
82,1.215373158454895
83,1.2132254838943481
84,1.2215394973754883
85,1.2134865522384644
86,1.2008209228515625
87,1.2204630374908447
88,1.2022536993026733
89,1.2238425016403198
90,1.2050577402114868
91,1.1991835832595825
92,1.205960750579834
93,1.2108871936798096
94,1.2123833894729614
95,1.2037721872329712
96,1.2183774709701538
97,1.1918189525604248
98,1.1991872787475586
99,1.2095155715942383
